org_id,node_slug,role,evidence_url,evidence_note,batch,created_by,reviewed_by,last_verified,human_verified
google-deepmind,model.alignment.robust-generalisation,secondary,https://arxiv.org/abs/2210.01790,Published the main goal-misgeneralisation paper and examples.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
openai,model.alignment.robust-generalisation,secondary,https://openai.com/index/emergent-misalignment/,Identified an internal 'misaligned persona' feature behind emergent misalignment and showed it can be reversed.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
redwood-research,model.alignment.robust-generalisation,secondary,https://www.redwoodresearch.org/research,Publishes on making safety-relevant behaviour robust to adversarial and off-distribution pressure.,b01,agent-2026-09-21,,2026-09-21,false
alignment-research-center-arc,model.alignment.scalable-oversight,primary,https://www.alignment.org/blog/eliciting-latent-knowledge/,Eliciting Latent Knowledge is a direct scalable-oversight research agenda.,b01,agent-2026-09-21,,2026-09-21,false
anthropic,model.alignment.scalable-oversight,primary,https://www.anthropic.com/research/core-views-on-ai-safety,Alignment Science team runs debate and scalable-oversight research as one of its core lines.,b01,agent-2026-09-21,,2026-09-21,false
nyu-alignment-research-group,model.alignment.scalable-oversight,primary,https://wp.nyu.edu/arg,States scalable oversight as its explicit primary focus.,b01,agent-2026-09-21,,2026-09-21,false
arcadia-impact,model.alignment.scalable-oversight,secondary,https://www.arcadiaimpact.org/alignment-research,"In-house alignment research division launched May 2026 doing empirical alignment science on model motivations, scalable oversight and alignment-research automation.",b12,agent-2026-09-21,,2026-09-21,false
google-deepmind,model.alignment.scalable-oversight,secondary,https://deepmind.google,AGI Safety and Alignment team lists scalable oversight among its active research lines.,b01,agent-2026-09-21,,2026-09-21,false
openai,model.alignment.scalable-oversight,secondary,https://openai.com/index/weak-to-strong-generalization/,"Originated the weak-to-strong generalisation research programme, this node's canonical reference.",b01,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
uk-ai-security-institute,model.alignment.scalable-oversight,secondary,https://arxiv.org/abs/2505.03989,"UK AISI's alignment team works on debate as a scalable-oversight method, including a debate-based alignment safety case sketch.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
anthropic,model.alignment.scheming,primary,https://www.anthropic.com/research/probes-catch-sleeper-agents,Sleeper Agents work built model organisms of deceptive alignment that persist through safety training.,b01,agent-2026-09-21,,2026-09-21,false
apollo-research,model.alignment.scheming,primary,https://www.apolloresearch.ai/science/frontier-models-are-capable-of-incontext-scheming,Dedicated scheming-evaluations organisation; this node's canonical reference is their flagship paper.,b01,agent-2026-09-21,,2026-09-21,false
openai,model.alignment.scheming,primary,https://openai.com/index/detecting-and-reducing-scheming-in-ai-models/,Published dedicated research (with Apollo) on detecting and reducing scheming in its own models.,b01,agent-2026-09-21,,2026-09-21,false
redwood-research,model.alignment.scheming,primary,https://arxiv.org/abs/2412.14093,Co-led (with Anthropic) the alignment-faking paper showing a model strategically complying in training to preserve its preferences.,b01,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
google-deepmind,model.alignment.scheming,secondary,https://arxiv.org/abs/2505.01420,"Published stealth and situational-awareness evaluations as scheming prerequisites, used in its Frontier Safety Framework.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
truthful-ai,model.alignment.scheming,secondary,https://truthful.ai/,"Owain Evans-led group studying deception and emergent misalignment in LLMs, including the Emergent Misalignment paper.",b01,agent-2026-09-21,,2026-09-21,false
conjecture,model.alignment.superintelligence-alignment,primary,https://www.conjecture.dev/cognitive-emulation,"Cognitive Emulation is Conjecture's alternative architecture agenda: component-based systems trained to follow trusted, human-like reasoning rather than scaled opaque models, explicitly framed against the control problem at superintelligent capability.",b12,agent-2026-09-21,,2026-09-21,false
lawzero,model.alignment.superintelligence-alignment,primary,https://lawzero.org/en/research,"Scientist AI research programme is explicitly framed as a safety-centred path towards ASI, not an incremental fix for current models.",b01,agent-2026-09-21,,2026-09-21,false
safe-superintelligence-inc-ssi,model.alignment.superintelligence-alignment,secondary,https://ssi.inc/,Frontier lab whose sole stated mission is building superintelligence with safety as its only product pressure.,b01,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
ae-studio,model.alignment.unlearning-and-tamper-resistance,primary,https://ae.studio/ai-alignment,"GRAM (with Anthropic) isolates dangerous knowledge into pretraining modules that can be switched on or off at deployment, alongside further unlearning work.",b12,agent-2026-09-21,,2026-09-21,false
center-for-ai-safety-cais,model.alignment.unlearning-and-tamper-resistance,primary,https://arxiv.org/abs/2403.03218,"Built the WMDP hazardous-knowledge benchmark and the RMU unlearning method, and co-authored the TAR tamper-resistance method.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
eleutherai,model.alignment.unlearning-and-tamper-resistance,primary,https://deepignorance.ai/,"Co-led Deep Ignorance, showing pretraining-data filtering gives tamper-resistant safeguards against adversarial fine-tuning.",b01,agent-2026-09-21,,2026-09-21,false
uk-ai-security-institute,model.alignment.unlearning-and-tamper-resistance,primary,https://deepignorance.ai/,"Co-author (with EleutherAI, Oxford and ERA) of the Deep Ignorance tamper-resistance research, accepted at ICLR 2026.",b01,agent-2026-09-21,,2026-09-21,false
anthropic,model.alignment.unlearning-and-tamper-resistance,secondary,https://alignment.anthropic.com/2025/pretraining-data-filtering/,Published experiments filtering CBRN-relevant data out of pretraining to remove capabilities rather than suppress them.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
anthropic,model.control.agent-sandboxing,secondary,https://www.anthropic.com/engineering/how-we-contain-claude,"Published a detailed account of how it sandboxes and limits the affordances of Claude-based agents across its products (VMs, permissions, network reach) as a default containment layer.",b02,agent-2026-09-21,,2026-09-21,false
openai,model.control.agent-sandboxing,secondary,https://openai.com/index/hugging-face-incident-and-the-road-ahead/,Disclosed the July 2026 escape of evaluated models from its research environment and published the containment changes it is making.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
redwood-research,model.control.agent-sandboxing,secondary,https://www.redwoodresearch.org/research/ai-control,"Its control agenda includes affordance-limiting as one lever alongside monitoring, though sandboxing infrastructure itself is not its main output.",b02,agent-2026-09-21,,2026-09-21,false
uk-ai-security-institute,model.control.agent-sandboxing,secondary,https://inspect.aisi.org.uk/sandboxing.html,"Inspect provides sandboxed (Docker and Kubernetes) environments for running agent evaluations, the most widely used open containment setup for evaluated models.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
redwood-research,model.control.control-evaluations,primary,https://www.redwoodresearch.org/research/ai-control,Originated the control-evaluation methodology (red-team models attacking protocols) and still runs most of the field's control-evaluation work.,b02,agent-2026-09-21,,2026-09-21,false
anthropic,model.control.control-evaluations,secondary,https://www.far.ai/news/controlconf-2026,"Lab safety team reported at ControlConf 2026 to be shipping control-style safeguards internally and submitting them to external red-teaming (e.g. by METR); lab-internal, not an independent control organisation.",b02,agent-2026-09-21,,2026-09-21,false
far-ai,model.control.control-evaluations,secondary,https://www.far.ai/news/controlconf-2026,"Organises ControlConf, the field's main convening for control research and practitioners, and incubates related technical work.",b02,agent-2026-09-21,,2026-09-21,false
metr,model.control.control-evaluations,secondary,https://metr.org/blog/2026-01-19-early-work-on-monitorability-evaluations/,"Conducted external red-teaming of Anthropic's agent-monitoring systems and publishes early monitorability-evaluation work, feeding into control evaluations.",b02,agent-2026-09-21,,2026-09-21,false
poseidon-research,model.control.control-evaluations,secondary,https://poseidonresearch.org/about,"Independent nonprofit lab explicitly integrating control, interpretability and information theory to build evaluations for deception and monitor-evasion under adversarial conditions.",b02,agent-2026-09-21,,2026-09-21,false
uk-ai-security-institute,model.control.control-evaluations,secondary,https://job-boards.eu.greenhouse.io/aisi/jobs/4784442101,Runs a dedicated 'Control Red Team' sub-team (distinct from AISI's general dangerous-capability evaluators) that stress-tests control protocols; open recruiting as of September 2026.,b02,agent-2026-09-21,,2026-09-21,false
luthien,model.control.control-protocols,primary,https://luthien.cc/,"luthien-proxy is an open-source intermediary that logs, monitors and enforces rules on an agent's (Claude Code's) actions in real time, correcting violations automatically: a concrete control/monitoring protocol implementation.",b12,agent-2026-09-21,,2026-09-21,false
redwood-research,model.control.control-protocols,primary,https://www.redwoodresearch.org/research/ai-control,"Originated trusted monitoring, resampling and escalation protocols for deploying untrusted models and continues to design and publish new protocols.",b02,agent-2026-09-21,,2026-09-21,false
anthropic,model.control.control-protocols,secondary,https://www.far.ai/news/controlconf-2026,Reported at ControlConf 2026 to be running control-style safeguards on internal agent deployments and submitting them to external red-teaming.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
google-deepmind,model.control.control-protocols,secondary,https://arxiv.org/abs/2504.01849,Its published AGI safety approach treats monitoring of possibly misaligned models as a core defence layer.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
metr,model.control.control-protocols,secondary,https://metr.org/blog/2026-01-19-early-work-on-monitorability-evaluations/,"Publishes early-stage work on monitorability evaluations, directly informing whether monitoring-based control protocols can be trusted.",b02,agent-2026-09-21,,2026-09-21,false
poseidon-research,model.control.control-protocols,secondary,https://poseidonresearch.org/about,"Builds monitoring systems intended to hold under realistic and adversarial conditions, directly relevant to trusted-monitoring protocol design.",b02,agent-2026-09-21,,2026-09-21,false
uk-ai-security-institute,model.control.control-protocols,secondary,https://job-boards.eu.greenhouse.io/aisi/jobs/4784442101,Its Control Red Team works on and tests deployment-time control protocols as part of government evaluation of frontier systems.,b02,agent-2026-09-21,,2026-09-21,false
advanced-research-plus-invention-agency-aria,model.control.formal-verification,primary,https://www.aria.org.uk/programme-safeguarded-ai/,"[ARIA (Safeguarded AI programme)] UK government research funder running the Safeguarded AI programme, the single largest funded effort building formally verifiable safety guarantees for AI systems.",b02,agent-2026-09-21,,2026-09-21,false
atlas-ignota,model.control.formal-verification,primary,https://blog.atlascomputing.org/p/atlas-computing-is-now-atlas-ignota,Atlas Computing rebranded to Atlas Ignota in 2025-2026; continues guaranteed-safe-AI research under the new name.,b02,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
centre-for-long-term-resilience-cltr,model.control.loss-of-control-detection,primary,https://www.longtermresilience.org/reports/the-loss-of-control-observatory-a-prototype-to-detect-real-world-ai-control-incidents/,"Built the Loss of Control Observatory, an OSINT-based prototype that tracks and classifies real-world loss-of-control and scheming incidents, and has published a growing monthly series of findings through mid-2026 (for example https://www.longtermresilience.org/reports/ai-loss-of-control-incidents-are-worsening-shows-cltr-analysis/).",b02,agent-2026-09-21,,2026-09-23,false
institute-for-security-and-technology-ist,model.control.loss-of-control-detection,secondary,https://securityandtechnology.org/wp-content/uploads/2026/02/AI-Loss-of-Control-Risk.pdf,Published an Indications & Warning framework (February 2026) adapting intelligence-analysis tradecraft to flag early signs of AI loss-of-control.,b02,agent-2026-09-21,,2026-09-21,false
rand-global-and-emerging-risks-caps,model.control.loss-of-control-detection,secondary,https://www.rand.org/pubs/research_reports/RRA3847-1.html,"Published 'Strengthening Emergency Preparedness and Response for AI Loss of Control Incidents', examining how institutions would detect and respond to such incidents.",b02,agent-2026-09-21,,2026-09-21,false
anthropic,model.developer-assurance.deployment-misuse-safeguards,primary,https://alignment.anthropic.com/2025/introducing-safeguards-research-team/,"Its Safeguards Research Team builds Constitutional Classifiers, runs automated red-teaming and develops monitoring and rapid response for misuse.",v2-build,v2-build-2026-09-24,,2026-09-24,false
openai,model.developer-assurance.deployment-misuse-safeguards,primary,https://openai.com/index/preparing-for-future-ai-capabilities-in-biology/,"Describes system-wide monitors across its products, automated and human review, account enforcement and red-teaming of its safeguards for biological misuse.",v2-build,v2-build-2026-09-24,,2026-09-24,false
uk-ai-security-institute,model.developer-assurance.deployment-misuse-safeguards,primary,https://www.aisi.gov.uk/blog/principles-for-safeguard-evaluation,Published principles for evaluating frontier developers' misuse safeguards (February 2025) and evaluates safeguards before release.,v2-build,v2-build-2026-09-24,,2026-09-24,false
anthropic,model.developer-assurance.frontier-safety-frameworks,primary,https://www-cdn.anthropic.com/e670587677525f28df69b59e5fb4c22cc5461a17.pdf,"Responsible Scaling Policy v3.0, the most detailed and widely referenced RSP-style framework.",b03,agent-2026-09-21,,2026-09-21,false
cohere-secure-ai-frontier-model-framework,model.developer-assurance.frontier-safety-frameworks,primary,https://cohere.com/security/the-cohere-secure-ai-frontier-model-framework-february-2025.pdf,Publishes the Secure AI Frontier Model Framework setting out its own capability-threshold risk assessment approach.,b03,agent-2026-09-21,,2026-09-21,false
google-deepmind,model.developer-assurance.frontier-safety-frameworks,primary,https://deepmind.google/blog/introducing-the-frontier-safety-framework/,"Frontier Safety Framework defining Critical Capability Levels across autonomy, bio, and cyber domains and the mitigations that follow.",b03,agent-2026-09-21,,2026-09-21,false
openai,model.developer-assurance.frontier-safety-frameworks,primary,https://openai.com/global-affairs/our-approach-to-frontier-risk/,Preparedness Framework setting capability thresholds and required safeguards.,b03,agent-2026-09-21,,2026-09-21,false
xai-safety-team,model.developer-assurance.frontier-safety-frameworks,primary,https://media.x.ai/v1/website/xai-frontier-artificial-intelligence-framework-30-june-2026-99c40684.pdf,Publishes a Frontier AI Framework (updated 30 June 2026); earlier versions were criticised as weak by independent reviewers.,b03,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
amazon-agi-responsible-ai,model.developer-assurance.frontier-safety-frameworks,secondary,https://www.amazon.science/tag/responsible-ai,Published a Frontier Model Safety Framework under the Seoul commitments.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
frontier-model-forum,model.developer-assurance.frontier-safety-frameworks,secondary,https://www.frontiermodelforum.org/,Industry coalition developing shared best practices and technical reports on frontier safety frameworks across member labs.,b03,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
meta-ai-safety-team,model.developer-assurance.frontier-safety-frameworks,secondary,https://ai.meta.com/static-resource/meta-frontier-ai-framework/,Published a Frontier AI Framework (2025) with capability thresholds for cyber and chemical and biological risk.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
metr,model.developer-assurance.frontier-safety-frameworks,secondary,https://metr.org/common-elements,December 2025 'Common Elements of Frontier AI Safety Policies' report systematically compares twelve labs' published frameworks.,b03,agent-2026-09-21,,2026-09-21,false
microsoft-ai-responsible-ai,model.developer-assurance.frontier-safety-frameworks,secondary,https://www.microsoft.com/en-us/ai/responsible-ai,Published a Frontier Governance Framework under the Seoul commitments.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
saferai,model.developer-assurance.frontier-safety-frameworks,secondary,https://tracker.safer-ai.org/,"Frontier Risk Management Tracker independently rates labs' frameworks against a common rubric, providing external comparability that self-published frameworks lack.",b03,agent-2026-09-21,,2026-09-21,false
shanghai-ai-laboratory-safety-and-governance,model.developer-assurance.frontier-safety-frameworks,secondary,https://concordia-ai.com/research/frontier-ai-risk-management-framework/,"Co-published with Concordia AI the Frontier AI Risk Management Framework (v1.0-1.5) used to assess Chinese frontier model risk, the clearest non-Western equivalent found.",b03,agent-2026-09-21,,2026-09-21,false
frontier-model-forum,model.developer-assurance.incident-reporting,primary,https://www.frontiermodelforum.org/updates/progress-update-fmf-information-sharing-of-frontier-ai-threats-and-vulnerabilities/,"Since its March 2025 voluntary agreement, has built working secure channels for member labs to share jailbreaks, adversarial inputs, unauthorised-access attempts and capabilities of concern (progress update, February 2026); the clearest evidence of a working cross-lab mechanism found.",b03,agent-2026-09-21,,2026-09-21,false
anthropic,model.developer-assurance.incident-reporting,secondary,https://www.anthropic.com/news/disrupting-AI-espionage,"Publishes threat-intelligence reports disclosing misuse of its models, including an AI-orchestrated espionage campaign in 2025.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
metr,model.developer-assurance.incident-reporting,secondary,https://metr.org/common-elements,Cross-lab comparison of published safety policies includes how (and whether) each lab commits to incident reporting.,b03,agent-2026-09-21,,2026-09-21,false
openai,model.developer-assurance.incident-reporting,secondary,https://openai.com/index/hugging-face-incident-and-the-road-ahead/,Publicly disclosed the July 2026 escape of evaluated models into Hugging Face's systems; also publishes regular reports on disrupting malicious use.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
apollo-research,model.developer-assurance.internal-deployment,primary,https://www.apolloresearch.ai/governance/ai-behind-closed-doors-a-primer-on-the-governance-of-internal-deployment,"Published 'AI Behind Closed Doors' (2025), a primer on governing frontier developers' internal deployments, and follow-up work on how the EU AI Act applies to them.",v2-build,v2-build-2026-09-24,,2026-09-24,false
google-deepmind,model.developer-assurance.internal-deployment,secondary,https://deepmind.google/blog/introducing-the-frontier-safety-framework/,Its Frontier Safety Framework includes critical capability levels for machine-learning R&D.,v2-build,v2-build-2026-09-24,,2026-09-24,false
institute-for-progress,model.developer-assurance.internal-deployment,secondary,https://ifp.org,Published policy recommendations for how the US should prepare for automated AI R&D (August 2026); evidence is the homepage only.,v2-build,v2-build-2026-09-24,,2026-09-24,false
metr,model.developer-assurance.internal-deployment,secondary,https://metr.org/blog/2024-11-22-evaluating-r-d-capabilities-of-llms/,"Built RE-Bench to measure AI agents' AI R&D capability against human experts, the capability that internal-deployment thresholds turn on.",v2-build,v2-build-2026-09-24,,2026-09-24,false
anthropic,model.developer-assurance.internal-safety-governance,secondary,https://www-cdn.anthropic.com/e670587677525f28df69b59e5fb4c22cc5461a17.pdf,"RSP v3.0 describes internal compartmentalization, an internal Usage Policy restricting even the CEO, and a goal of 'eyes on everything' internal monitoring; the most concrete public description of internal safety-governance machinery found at any lab.",b03,agent-2026-09-21,,2026-09-21,false
centre-for-the-governance-of-ai-govai,model.developer-assurance.internal-safety-governance,secondary,https://arxiv.org/abs/2305.17038,"Originated and continues to develop the internal-audit-function proposal for frontier AI companies (Schuett et al.), including a 2026 update on how companies could implement it; an academic/policy proposal rather than an operating internal function.",b03,agent-2026-09-21,,2026-09-21,false
openai,model.developer-assurance.internal-safety-governance,secondary,https://thenextweb.com/news/openai-preparedness-team-disbanded-ipo-streamlining,"Illustrates the instability of this function: OpenAI dissolved its Superalignment and AGI Readiness teams in 2024, and in August 2026 the Financial Times reported that the Preparedness team had also been disbanded, which OpenAI disputes, saying the work was reassigned. Board-level oversight sits with a Safety and Security Committee.",b03,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
centre-for-the-governance-of-ai-govai,model.developer-assurance.safety-cases,primary,https://www.governance.ai/research-paper/safety-case-template-for-frontier-ai-a-cyber-inability-argument,Published a concrete safety-case template (a 'cyber inability' argument) that labs or auditors could apply to a specific deployment decision.,b03,agent-2026-09-21,,2026-09-21,false
uk-ai-security-institute,model.developer-assurance.safety-cases,primary,https://www.aisi.gov.uk/blog/safety-cases-at-aisi,"Developing 'safety case sketches' for loss-of-control risks, in direct collaboration with AI companies and civil society; the leading public-sector effort on this node.",b03,agent-2026-09-21,,2026-09-21,false
anthropic,model.developer-assurance.safety-cases,secondary,https://alignment.anthropic.com/2024/safety-cases/,Published sketches of safety-case components for its ASL-4 commitments.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
apollo-research,model.developer-assurance.safety-cases,secondary,https://arxiv.org/abs/2411.03336,Led a multi-organisation paper on evaluation-based safety cases for AI scheming.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
center-for-ai-risk-management-and-alignment-carma,model.developer-assurance.safety-cases,secondary,https://carma.org/programs,"CARMA's Comprehensive Risk Assessment programme builds frameworks and tools for structured, evidenced arguments about whether an AI system is safe enough, applying enterprise risk-management methodology to AI.",b12,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
google-deepmind,model.developer-assurance.safety-cases,secondary,https://www.safer-ai.org/blog/lessons-from-external-review-of-deepminds-scheming-inability-safety-case,Published a public safety case arguing Gemini 2.5 Pro is incapable of covert scheming-driven severe harm; existence and content evidenced via SaferAI's external review of it.,b03,agent-2026-09-21,,2026-09-21,false
saferai,model.developer-assurance.safety-cases,secondary,https://www.safer-ai.org/blog/lessons-from-external-review-of-deepminds-scheming-inability-safety-case,"Ran a six-person, three-month external review of DeepMind's safety case using the Assurance 2.0 framework (April 2026), finding substantial gaps against safety-critical-industry standards; concrete evidence that third-party checking of safety cases is starting to happen.",b03,agent-2026-09-21,,2026-09-21,false
apollo-research,model.developer-assurance.third-party-auditing,primary,https://www.apolloresearch.ai/,"Runs pre-deployment evaluations of frontier systems for scheming and strategic deception in direct collaboration with labs including OpenAI and Anthropic, and explicitly advocates that third-party training-run evaluation become standard practice.",b03,agent-2026-09-21,,2026-09-21,false
averi,model.developer-assurance.third-party-auditing,primary,https://www.averi.org/ourwork/frontier-ai-auditing,"AI Verification and Evaluation Research Institute, founded January 2026 by former OpenAI policy chief Miles Brundage specifically to make frontier AI auditing 'effective and universal'; runs pilot audits with major AI companies and refuses funding from frontier AI companies or their executives.",b03,agent-2026-09-21,,2026-09-21,false
guidelight,model.developer-assurance.third-party-auditing,primary,https://guidelight.ai/blog/control-assessment-august-2026,"Published a Control Assessment (August 2026) of five frontier AI companies (Anthropic, Google, Meta, OpenAI, xAI) against six control practices, finding none fully implemented; a concrete, recent example of independent assessment work.",b03,agent-2026-09-21,,2026-09-21,false
metr,model.developer-assurance.third-party-auditing,primary,https://metr.org/,"Runs autonomy and capability evaluations for frontier models on behalf of labs and governments, and compares labs' safety policies.",b03,agent-2026-09-21,,2026-09-21,false
humane-intelligence,model.developer-assurance.third-party-auditing,secondary,https://www.humane-intelligence.org/,"Runs structured red-teaming and bias-bounty exercises, including with US government agencies, functioning as a form of independent assessment.",b03,agent-2026-09-21,,2026-09-21,false
saferai,model.developer-assurance.third-party-auditing,secondary,https://www.safer-ai.org/blog/lessons-from-external-review-of-deepminds-scheming-inability-safety-case,"External review of DeepMind's safety case (2026) is a concrete instance of third-party auditing in practice, alongside its risk-management ratings.",b03,agent-2026-09-21,,2026-09-21,false
trail-of-bits,model.developer-assurance.third-party-auditing,secondary,https://www.trailofbits.com/,Established security consultancy whose AI/ML assurance practice includes third-party audits of AI systems.,b03,agent-2026-09-21,,2026-09-21,false
uk-ai-security-institute,model.developer-assurance.third-party-auditing,secondary,https://www.aisi.gov.uk/research-agenda,"Runs pre-deployment testing of frontier models with developer access, a government form of third-party assessment.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
us-center-for-ai-standards-and-innovation-caisi,model.developer-assurance.third-party-auditing,secondary,https://www.nist.gov/caisi,Runs voluntary pre-deployment evaluations of frontier models under agreements with developers.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
center-for-ai-safety-cais,model.evaluations.benchmarks-and-tooling,primary,https://lastexam.ai/,"Builds widely used benchmarks, including Humanity's Last Exam, HarmBench and WMDP.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
epoch-ai,model.evaluations.benchmarks-and-tooling,primary,https://epoch.ai/frontiermath,"Maintains FrontierMath and a broader public benchmarks hub used across the field to track model capability against a shared, current yardstick.",b02,agent-2026-09-21,,2026-09-21,false
meridian-labs,model.evaluations.benchmarks-and-tooling,primary,https://meridianlabs.ai/about,"US 501(c)(3) whose founding team built Inspect with UK AISI; maintains Inspect, Inspect Scout and Petri as open-source evaluation tooling.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
metr,model.evaluations.benchmarks-and-tooling,primary,https://metr.org/blog/2026-1-29-time-horizon-1-1/,"Maintains the widely-used time-horizon benchmark and harness for measuring how long a task frontier models can autonomously complete, updated through 2026.",b02,agent-2026-09-21,,2026-09-21,false
uk-ai-security-institute,model.evaluations.benchmarks-and-tooling,primary,https://inspect.aisi.org.uk/,"Created Inspect, the open-source evaluation framework used by government AI institutes and many evaluators.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
andon-labs,model.evaluations.benchmarks-and-tooling,secondary,https://andonlabs.com,Builds unusual real-world agentic task environments (e.g. Vending-Bench) used as evaluation tooling for agent reliability and failure modes.,b02,agent-2026-09-21,,2026-09-21,false
mlcommons,model.evaluations.benchmarks-and-tooling,secondary,https://mlcommons.org/ailuminate/safety/,Maintains the AILuminate safety benchmark.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
anthropic,model.evaluations.dangerous-capability-evals,primary,https://red.anthropic.com/,"Frontier Red Team runs cyber, bio and autonomy evaluations that gate deployment under its Responsible Scaling Policy.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
google-deepmind,model.evaluations.dangerous-capability-evals,primary,https://arxiv.org/abs/2403.13793,"Published its dangerous-capability evaluation suite (persuasion, cyber, self-proliferation, self-reasoning) used under its Frontier Safety Framework.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
irregular,model.evaluations.dangerous-capability-evals,primary,https://www.irregular.com/research/frontiercyber,"Runs FrontierCyber, an evaluation of AI models' offensive cyber capability against real systems (phones, routers, databases, live services), and partners directly with frontier labs on pre-deployment security testing.",b02,agent-2026-09-21,,2026-09-21,false
metr,model.evaluations.dangerous-capability-evals,primary,https://metr.org/blog/2026-05-19-frontier-risk-report/,Runs autonomy and general dangerous-capability evaluations used by multiple labs and governments to inform scaling decisions.,b02,agent-2026-09-21,,2026-09-21,false
securebio,model.evaluations.dangerous-capability-evals,primary,https://securebio.org/benchmarks/models/,"Tracks and runs biosecurity evaluations of frontier models (virology, lab-protocol comprehension, WMDP-style knowledge, uplift studies) and publishes a public dashboard comparing how thoroughly each lab tests for bio risk.",b02,agent-2026-09-21,,2026-09-21,false
uk-ai-security-institute,model.evaluations.dangerous-capability-evals,primary,https://www.aisi.gov.uk/research-agenda,"Runs pre-deployment dangerous-capability evaluations (cyber, bio, autonomy) on frontier models for the UK government across all domains.",b02,agent-2026-09-21,,2026-09-21,false
us-center-for-ai-standards-and-innovation-caisi,model.evaluations.dangerous-capability-evals,primary,https://www.nist.gov/caisi,"Successor to the US AI Safety Institute; conducts standards-linked evaluations of frontier models for safety and security, across cyber and other domains.",b02,agent-2026-09-21,,2026-09-21,false
center-for-ai-safety-cais,model.evaluations.dangerous-capability-evals,secondary,https://arxiv.org/abs/2403.03218,"Built WMDP and, with SecureBio, the Virology Capabilities Test, both widely used hazardous-knowledge evaluations.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
openai,model.evaluations.dangerous-capability-evals,secondary,https://openai.com/index/hugging-face-model-evaluation-security-incident/,Runs Preparedness Framework capability evaluations; its cyber evaluation environment was the setting of the July 2026 containment incident.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
rand-global-and-emerging-risks-caps,model.evaluations.dangerous-capability-evals,secondary,https://www.rand.org/pubs/research_reports/RRA5112-1.html,"Publishes bio-risk capability assessments of open-weight and frontier models (e.g. on anti-refusal tampering and capability enhancement), complementing developer and government evaluations.",b02,agent-2026-09-21,,2026-09-21,false
anthropic,model.evaluations.propensity-and-character-evals,primary,https://www.anthropic.com/research/agentic-misalignment,Agentic-misalignment study and the Petri auditing tool; runs character and propensity audits for its models.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
transluce,model.evaluations.propensity-and-character-evals,primary,https://transluce.org/announcing-mental-health-evaluation,"Independent, large-scale behavioural evaluations, including how leading models respond to users in mental-health crises.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
apollo-research,model.evaluations.propensity-and-character-evals,secondary,https://www.apolloresearch.ai/science,"Measures propensity to scheme, not only capability to.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
center-for-ai-safety-cais,model.evaluations.propensity-and-character-evals,secondary,https://arxiv.org/abs/2503.03750,"MASK benchmark measuring whether models lie under pressure, separately from accuracy.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
meridian-labs,model.evaluations.propensity-and-character-evals,secondary,https://www.anthropic.com/research/donating-open-source-petri,US 501(c)(3) building open-source evaluation tools; took over maintenance of Petri from Anthropic in May 2026.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
