org_id,name,url,type,hq_country,hq_city,region,founded_year,size_band,funding_model,primary_focus,focus_tags,problem_description,notable_outputs,status,confidence,source_urls,commercial_model,approachability,source,notes,created_by,reviewed_by,last_verified,human_verified
institute-for-law-and-ai-lawai,Institute for Law & AI (LawAI),https://law-ai.org,nonprofit-research,UK,London,UK,2022,1-5,philanthropic,Legal research on AI regulation,policy-domestic;standards,"Conducts legal research on how existing and new law should address risks from advanced AI, including liability and safety regulation.",Legal research papers and fellowships,active,high,https://law-ai.org,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
institute-for-progress,Institute for Progress,https://progress.institute,think-tank,US,Washington DC,North America,2021,6-20,philanthropic,Tech policy think tank including AI and biosecurity policy,policy-domestic,"Think tank focused on metascience and technology policy, including proposals on AI regulation and biosecurity.",AI and biosecurity policy proposals,active,medium,https://progress.institute,nonprofit,hiring;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
institute-for-security-and-technology-ist,Institute for Security and Technology (IST),https://securityandtechnology.org,think-tank,US,San Francisco,North America,2020,6-20,mixed,Cross-sector security research including AI-cyber risk,ai-cyber-offence-defence;critical-infrastructure,"Cross-sector think tank convening technologists, policymakers and industry on emerging technology security risks, including AI-enabled cyber threats.",Ransomware and AI-cyber risk task force reports,active,high,https://securityandtechnology.org,nonprofit,hiring;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
institute-for-strategic-dialogue-isd,Institute for Strategic Dialogue (ISD),https://www.isdglobal.org,think-tank,UK,unknown,UK,unknown,unknown,unknown,,,Runs a dedicated disinformation research programme covering generative AI's effect on influence operations.,,active,medium,https://www.isdglobal.org/disinformation/,nonprofit,hiring,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
international-ai-safety-report,International AI Safety Report,https://internationalaisafetyreport.org/,government,UK,unknown,UK,unknown,unknown,unknown,,,"Government-convened annual synthesis chaired by Yoshua Bengio, backed by over 30 countries and international bodies; the 2026 edition is the second in the series launched after the 2023 Bletchley summit.",,active,medium,https://internationalaisafetyreport.org/publication/international-ai-safety-report-2026,government,closed,tag-only:b10,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
international-centre-for-counter-terrorism-icct,International Centre for Counter-Terrorism (ICCT),https://icct.nl,nonprofit-research,Netherlands,unknown,Europe,unknown,unknown,unknown,,,Published research on the exploitation of generative AI by terrorist groups.,,active,medium,https://icct.nl/publication/exploitation-generative-ai-terrorist-groups,nonprofit,contact-form,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
international-committee-of-the-red-cross-icrc,International Committee of the Red Cross (ICRC),https://www.icrc.org/en/law-and-policy/new-technologies-and-warfare,government,Switzerland,Geneva,Other,1863,unknown,government,International humanitarian law applied to new weapons technologies,lethal-autonomy;arms-control,"The International Committee of the Red Cross's law-and-policy work on new technologies of warfare, including a formal position on autonomous weapon systems and a June 2026 advocacy paper calling for a binding instrument.",Position on autonomous weapon systems; 'A key opportunity to prevent the development of unacceptable autonomous weapons' (2026),active,high,['https://www.icrc.org/en/law-and-policy/new-technologies-and-warfare'],government,publishes-open-problems,new_org:b05,,agent-2026-09-21,,2026-09-21,false
international-network-of-ai-safety-institutes,"International Network for Advanced AI Measurement, Evaluation and Science",https://nist.gov,government,Other,Global,Other,2024,unknown,government,Coordinates national AI safety institutes globally,policy-international;standards,Network coordinating the work of national AI safety/security institutes on shared testing methods and risk research.,Joint testing exercises; mission statement,active,high,https://nist.gov/news-events/news/2024/11/fact-sheet-us-department-commerce-us-department-state-launch-international; https://ised-isde.canada.ca/site/ised/en/international-network-ai-safety-institutes-mission-statement; https://dig.watch/updates/global-network-strengthens-ai-measurement-and-evaluation,government,closed,seed,Formerly the International Network of AI Safety Institutes; renamed in 2026 (review-society). The org_id keeps the old name so links do not break.,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
internet-watch-foundation-iwf,Internet Watch Foundation (IWF),https://www.iwf.org.uk,nonprofit,UK,unknown,UK,unknown,unknown,unknown,,,"Dedicated ongoing research programme quantifying AI-generated CSAM; 2026 report found a 26,385% rise in confirmed AI-generated abuse videos from 2024 (13) to 2025 (3,443).",,active,medium,https://www.iwf.org.uk/media/hl1nvdti/iwf-ai-csam-report-2026.pdf,nonprofit,hiring,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
ipsos,Ipsos,https://www.ipsos.com,for-profit-startup,unknown,unknown,unknown,unknown,unknown,unknown,,,Annual multi-country AI Monitor tracking public attitudes to AI in about 30 countries.,,active,low,https://www.ipsos.com/en/ipsos-ai-monitor,commercial-services,unknown,review-2026-09-23:meta,"Created from a review edit (meta[55], 2026-09-23); only the fields evident from the edit are filled, and type, country and funding model need checking. A large market-research company; 'for-profit-startup' is the nearest type in the current vocabulary.",review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
irregular,Irregular,https://irregular.com,for-profit-startup,Israel,Tel Aviv,Other,2023,21-50,commercial,Frontier model security testing,model-security;ai-cyber-offence-defence;red-teaming,Works directly with frontier labs to test models for security vulnerabilities before deployment; raised 80 million dollars in 2025.,Pre-deployment security testing partnerships with major labs,active,high,https://techcrunch.com/2025/09/17/irregular-raises-80-million-to-secure-frontier-ai-models; https://securityweek.com; https://techcrunch.com/2025/09/17/irregular-raises-80-million-to-secure-frontier-ai-models/,commercial-product,unknown,seed,Formerly Pattern Labs (patternlabs.co redirects here). The separate Pattern Labs record was merged into this one on 2026-09-23 (review-model).,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
iso-iec-jtc-1-sc-42,ISO/IEC JTC 1/SC 42,https://www.iso.org/committee/6794475.html,standards-body,Switzerland,Geneva,Europe,2017,unknown,membership,International standardisation of AI,standards,"Joint ISO/IEC technical subcommittee producing international AI management-system and trustworthiness standards, including ISO/IEC 42001.",ISO/IEC 42001:2023 AI management systems standard,active,high,https://www.iso.org/committee/6794475.html,nonprofit,closed,new_org:b08,,agent-2026-09-21,,2026-09-21,false
itu,ITU,https://www.itu.int,government,Other,unknown,Other,unknown,unknown,unknown,,,"UN agency running general cybersecurity-capacity and digital-development programmes (Global Cybersecurity Index, CSIRT support) in developing countries; AI work found is about AI adoption/benefits, not AI-cyber defensive capacity specifically.",,active,medium,https://aiforgood.itu.int/about-us/un-ai-actions/wbg/,government,closed,tag-only:b04,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
johns-hopkins-center-for-health-security,Johns Hopkins Center for Health Security,https://centerforhealthsecurity.org,nonprofit-research,US,unknown,North America,unknown,unknown,unknown,,,AIxBio programme researches dual-use capabilities of concern in biological AI models and submits policy responses on AI-bio knowledge risk.,,active,medium,https://centerforhealthsecurity.org/our-work/aixbio,nonprofit,publishes-open-problems,tag-only:b05,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
juniper-ventures,Juniper Ventures,https://juniper.xyz,vc,US,San Francisco,North America,2023,1-5,commercial,VC investing in safety-conscious AI startups,funding,"AI safety and assurance-focused venture fund backing companies across energy, hardware, compute security, audits, evals, interpretability, guardrails and compliance; portfolio includes Goodfire and Apollo Research.","AI Assurance Technology Report; AI Neolab Tracker; investments in Goodfire, Apollo Research",active,medium,https://juniper.xyz/,commercial-services,contact-form,seed,,agent-2026-09-21,,2026-09-21,false
kairos,Kairos,https://kairos-project.org,field-building,US,unknown,North America,0,6-20,philanthropic,"Talent infrastructure for AI safety: fellowships, mentorship and residencies",field-building,"Runs multiple AI-safety talent programmes, including the SPAR mentored research fellowship, the Pathfinder programme for university AI safety group organisers, Global Challenges Project workshops, and the Generator Residency for people building AI safety infrastructure projects.",SPAR cohorts; Generator Residency (with Constellation); Pathfinder student group support,active,medium,https://kairos-project.org/,nonprofit,hiring;fellowship-or-programme,new_org:b09,,agent-2026-09-21,,2026-09-21,false
lakera,Lakera,https://lakera.ai,for-profit-startup,Switzerland,Zurich,Europe,2021,21-50,commercial,Prompt injection defence and LLM application security,model-security;agent-security;red-teaming,Provides guardrail products and red-teaming tools to protect LLM applications from prompt injection and jailbreaks.,"Lakera Guard, Gandalf public red-teaming game",active,high,https://lakera.ai; https://dev.to/luckypipewrench/the-ai-agent-security-acquisition-wave-what-it-means-for-buyers-1e73,commercial-product,hiring,seed,Acquired by Check Point in 2025-26; the product continues inside Check Point (review-model). Status left active because the enum has no 'acquired' value and the product and team continue.,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
lasso-security,Lasso Security,https://lasso.security,for-profit-startup,Israel,Tel Aviv,Other,2023,6-20,commercial,Prevents data leakage from LLM applications,model-security,Focuses on preventing sensitive data leakage through employee and application use of large language models.,LLM data leakage prevention platform,active,medium,https://lasso.security,commercial-product,unknown,seed,,agent-2026-09-21,,2026-09-21,false
lawzero,LawZero,https://lawzero.org,nonprofit-research,Canada,Montreal,North America,2025,6-20,philanthropic,Safe-by-design 'Scientist AI' research,alignment;safety-cases,Yoshua Bengio's nonprofit developing a non-agentic 'Scientist AI' approach intended to be safer by design than agentic frontier systems.,Scientist AI research programme,active,high,https://lawzero.org,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
leap-labs,Leap Labs,https://leap-labs.com,for-profit-startup,UK,London,UK,2023,1-5,commercial,Interpretability tools for auditing models,interpretability;auditing-assurance,Builds automated interpretability tools to audit and explain the behaviour of deployed AI models.,Automated interpretability auditing tools,active,medium,https://leap-labs.com; https://www.leap-labs.com/,commercial-services,unknown,seed,"Has pivoted: now sells 'Disco', a scientific discovery engine for tabular data, rather than interpretability auditing for AI models (review-model); its interpretability tag was removed.",agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
leverhulme-centre-for-the-future-of-intelligence-cfi,Leverhulme Centre for the Future of Intelligence (CFI),https://lcfi.ac.uk,academic,UK,Cambridge,UK,2016,21-50,mixed,Societal impact and safety of AI research,policy-domestic;epistemics,"Cambridge centre researching the societal, ethical and safety implications of AI across philosophy, policy and technical work.","Research on trust, kinds of intelligence and AI governance",active,high,https://lcfi.ac.uk,academic,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
lightcone-infrastructure,Lightcone Infrastructure,https://lightconeinfrastructure.com,field-building,US,Berkeley,North America,2021,6-20,philanthropic,Community infrastructure for the AI safety and rationalist community,field-building,"Runs LessWrong and the Lighthaven campus, providing infrastructure and venues that underpin much of the AI safety research community.","LessWrong platform, Lighthaven venue",active,high,https://lightconeinfrastructure.com,nonprofit,hiring;open-to-collaborators,seed,,agent-2026-09-21,,2026-09-21,false
lionheart-ventures,Lionheart Ventures,https://lionheart.vc,vc,Other,unknown,Other,2023,1-5,commercial,AI safety-focused venture fund,funding,"Venture fund investing in AI and frontier mental-health technologies under a 'wise development of transformative technologies' thesis; AI safety is implicit (e.g. portfolio company Softmax) rather than an explicit named focus, so the funding_model/focus_tags fit is looser than other entries.",unknown,active,low,https://www.lionheart.vc/,commercial-services,contact-form,seed,,agent-2026-09-21,,2026-09-21,false
london-initiative-for-safe-ai-lisa,London Initiative for Safe AI (LISA),https://lisa.org.uk,field-building,UK,London,UK,2023,6-20,philanthropic,Co-working and research hub for AI safety organisations,field-building,Provides shared office space and community infrastructure in London for multiple AI safety research organisations and independent researchers.,Shared office hosting numerous AI safety orgs and programmes,active,high,https://aisafety.com/map,nonprofit,fellowship-or-programme,seed,,agent-2026-09-21,,2026-09-21,false
long-term-future-fund-ltff,Long-Term Future Fund (LTFF),https://funds.effectivealtruism.org/funds/far-future,funder,US,unknown,North America,unknown,unknown,philanthropic,,,,,closed,medium,https://forum.nunosempere.com/posts/dtZ9wbKWjtvGWDRJx/closing-the-ltff-spending-down-funds-and-a-new-ai-fund-at-ea,nonprofit,closed,stale-finding,Closed: closure announced 11 August 2026; remaining funds partly seeded the Transformative AI Fund at EA Funds (b09). URL is the historical fund page and was not re-checked.,agent-2026-09-21,,2026-09-21,false
longview-philanthropy,Longview Philanthropy,https://longview.org,funder,UK,London,UK,2020,6-20,philanthropic,Advises major donors and grants to AI safety and governance,funding,Advises high-net-worth donors and manages funds directed at reducing catastrophic risk from AI and other frontier technologies.,Grants to AI safety and governance organisations,active,high,https://longview.org,nonprofit,contact-form,seed,,agent-2026-09-21,,2026-09-21,false
lunai-bioworks,Lunai Bioworks,https://lunaibioworks.com,for-profit-startup,US,unknown,North America,unknown,unknown,commercial,AI-driven drug discovery with a biosecurity safeguard product line,chemical-weapons;biosecurity,"Publicly listed (NASDAQ: LNAI) biotech company combining AI/phenomics drug discovery with a biosecurity product line; launched 'Sentinel' in January 2026, a real-time embedding-space screen intended to stop LLMs and molecular-design tools generating novel chemical-weapon-like compounds.",Sentinel AI chemical-weapons safeguard (Jan 2026),active,medium,"['https://www.prnewswire.com/news-releases/lunai-bioworks-nasdaq-lnai-launches-sentinel-an-ai-safeguard-to-block-large-language-models-from-generating-novel-chemical-weapons-302671394.html', 'https://lunaibioworks.com/']",commercial-product,unknown,new_org:b05,,agent-2026-09-21,,2026-09-21,false
luthien,Luthien,https://luthienresearch.org,nonprofit-research,Other,Global,Other,2023,1-5,philanthropic,Technical alignment research,alignment,"Builds production-oriented AI control tooling (a control-policy proxy for auditing/monitoring model behaviour), not just an unnamed technical alignment group as previously recorded.",Luthien control-policy proxy (luthien-proxy),unknown,medium,https://luthienresearch.org/about/; https://github.com/LuthienResearch/luthien-proxy,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
machine-intelligence-research-institute-miri,Machine Intelligence Research Institute (MIRI),https://intelligence.org,nonprofit-research,US,Berkeley,North America,2000,6-20,philanthropic,"Original alignment research org, now focused on policy and comms",alignment;comms-advocacy,Pioneer alignment research organisation that has shifted its main effort toward public communication and policy on catastrophic AI risk.,"If Anyone Builds It, Everyone Dies book; technical governance research",active,high,https://intelligence.org,nonprofit,hiring;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
macroscopic-ventures,Macroscopic Ventures,https://macroscopic.org,funder,Switzerland,Basel,Europe,2019,1-5,philanthropic,Funds AI safety and existential risk reduction organisations,funding,"Swiss nonprofit (not Canadian, as previously listed) that makes grants and investments guided by reason and compassion, with substantial AI safety and AI policy interest alongside animal welfare.",Grants to AI safety nonprofits,active,medium,https://macroscopic.org/about; https://macroscopic.org/focus-areas; https://forum.effectivealtruism.org/topics/macroscopic-ventures,nonprofit,contact-form,seed,,agent-2026-09-21,,2026-09-21,false
manifund,Manifund,https://manifund.org,funder,US,San Francisco,North America,2023,1-5,philanthropic,Regranting platform for AI safety and EA projects,funding,Charitable regranting platform where donors and independent regrantors direct funds to AI safety and effective altruism projects.,Public regranting marketplace,active,high,https://manifund.org,nonprofit,contact-form,seed,,agent-2026-09-21,,2026-09-21,false
mats-ml-alignment-and-theory-scholars,MATS (ML Alignment & Theory Scholars),https://matsprogram.org,field-building,US,Berkeley,North America,2021,6-20,philanthropic,Research mentorship programme training alignment researchers,field-building,Selective mentorship programme pairing scholars with established alignment researchers to produce publishable safety research.,Multiple cohorts placing scholars into alignment research careers,active,high,https://matsprogram.org,nonprofit,hiring;fellowship-or-programme,seed,,agent-2026-09-21,,2026-09-21,false
meaning-alignment-institute-mai,Meaning Alignment Institute (MAI),https://meaningalignment.org,nonprofit-research,US,San Francisco,North America,2022,1-5,philanthropic,Values-based approaches to AI alignment,alignment,Researches how to identify and encode deeper human values into AI systems as an alternative to narrow preference alignment.,Moral graph and values-elicitation research,active,medium,https://meaningalignment.org,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
median-group,Median Group,https://mediangroup.org,nonprofit-research,US,unknown,North America,2019,1-5,philanthropic,AI forecasting and macrostrategy research,forecasting,Independent research group producing forecasts and macrostrategic analysis relevant to transformative AI outcomes.,Macrostrategy and forecasting research notes,active,medium,https://mediangroup.org,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
meridian-labs,Meridian Labs,https://meridianlabs.ai,nonprofit-research,US,unknown,North America,unknown,unknown,unknown,,,US 501(c)(3) building open-source evaluation tools; took over maintenance of Petri from Anthropic in May 2026.,,active,low,https://www.anthropic.com/research/donating-open-source-petri,nonprofit,unknown,review-2026-09-23:model,"Created from a review edit (model[86], 2026-09-23); only the fields evident from the edit are filled, and type, country and funding model need checking.",review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
meta-ai-safety-team,Meta AI (Safety Team),https://ai.meta.com,lab-safety-team,US,Menlo Park,North America,2013,200+,commercial,Safety function within Meta Superintelligence Labs (status unclear post-restructure),model-security;open-weights-risk;red-teaming,"Meta folded its AI efforts into Meta Superintelligence Labs in 2025 with subsequent layoffs; no distinct, named safety/alignment team could be confirmed publicly as of September 2026 (Zuckerberg has instead argued labs have sufficient market incentive to build safely). Treated as a lower-confidence entry pending clearer public safety-team structure.","Llama Guard, Purple Llama toolkit",active,medium,https://ai.meta.com,commercial-product,hiring,seed,,agent-2026-09-21,,2026-09-21,false
meta-security-policy-adversarial-threat-report,Meta (Security Policy / Adversarial Threat Report),https://transparency.meta.com/metasecurity/threat-reporting/,lab-safety-team,US,unknown,North America,unknown,unknown,unknown,,,H2 2026 adversarial threat report: every coordinated inauthentic behaviour network disrupted in the period used generative AI in some form.,,active,medium,https://transparency.meta.com/sr/H2-2026-adversarial-threat-report,commercial-product,hiring,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
metaculus,Metaculus,https://metaculus.com,for-profit-startup,US,New York,North America,2015,21-50,mixed,Public forecasting platform used for AI risk questions,forecasting,"Public forecasting platform aggregating predictions on many topics, including a widely used set of AI timeline and risk questions.",AI progress and risk question tracks,active,high,https://metaculus.com,commercial-services,unknown,seed,,agent-2026-09-21,,2026-09-21,false
metr,METR,https://metr.org,nonprofit-research,US,Berkeley,North America,2022,21-50,philanthropic,Autonomous capability evaluations for frontier models,evals;frontier-safety-frameworks,Develops and runs evaluations of frontier models' autonomous capabilities to inform responsible-scaling decisions by labs and governments.,Autonomy evaluation suites used by major labs,active,high,https://metr.org,nonprofit,hiring;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
microsoft-ai-responsible-ai,Microsoft AI (Responsible AI),https://microsoft.com/ai/responsible-ai,lab-safety-team,US,Redmond,North America,2016,200+,commercial,Office of Responsible AI,standards;model-security;auditing-assurance,"Maintains a company-wide Responsible AI programme (transparency reports, RAI Standard, AI red-teaming) with a 2026 Responsible AI Transparency Report and active AI security/red-teaming publications.","Responsible AI Standard, PyRIT red-teaming toolkit",active,medium,https://microsoft.com/ai/responsible-ai,commercial-product,hiring;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
microsoft-digital-safety-team,Microsoft (Digital Safety team),https://www.microsoft.com/en-us/corporate-responsibility/digital-safety-content-report,lab-safety-team,US,unknown,North America,unknown,unknown,unknown,,,"Develops and licenses PhotoDNA hash-matching technology industry-wide, and publishes an annual Digital Safety Content Report.",,active,medium,https://www.thorn.org/blog/microsoft-expands-photodna-to-fight-child-abuse-imagery/,commercial-product,hiring,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
microsoft-research-biosecurity,Microsoft Research (biosecurity),https://www.microsoft.com/en-us/research,lab-safety-team,US,unknown,North America,unknown,unknown,unknown,,,"Led the study showing AI-redesigned toxins evaded synthesis screening and coordinated a patch with screening providers (Science, October 2025).",,active,low,https://www.microsoft.com/en-us/research/publication/strengthening-nucleic-acid-biosecurity-screening-against-generative-protein-design-tools/,commercial-product,unknown,review-2026-09-23:misuse,"Created from a review edit (misuse[67], 2026-09-23); only the fields evident from the edit are filled, and type, country and funding model need checking. Distinct from the Microsoft AI (Responsible AI) record.",review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
microsoft-threat-analysis-center-mtac,Microsoft Threat Analysis Center (MTAC),https://www.microsoft.com/en-us/corporate-responsibility/customer-security-trust/microsoft-threat-analysis-center,lab-safety-team,US,unknown,North America,unknown,unknown,unknown,,,"Dedicated Microsoft unit tracking and publishing on nation-state influence operations, including recurring election-specific reports.",,active,medium,https://blogs.microsoft.com/on-the-issues/2024/10/23/as-the-u-s-election-nears-russia-iran-and-china-step-up-influence-efforts/,commercial-product,hiring,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
microsoft-threat-intelligence,Microsoft Threat Intelligence,https://www.microsoft.com/en-us/security/blog,lab-safety-team,US,unknown,North America,unknown,unknown,unknown,,,"Microsoft Threat Intelligence tracks and disrupts state actors using LLMs, jointly with OpenAI since 2024.",,active,low,https://www.microsoft.com/en-us/security/blog/2024/02/14/staying-ahead-of-threat-actors-in-the-age-of-ai/,commercial-product,unknown,review-2026-09-23:misuse,"Created from a review edit (misuse[29], 2026-09-23); only the fields evident from the edit are filled, and type, country and funding model need checking. Distinct record from Microsoft Threat Analysis Center (MTAC), which is tagged on influence-operations nodes; MTAC sits within Microsoft Threat Intelligence. Kept separate because the tags describe different work.",review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
mindgard,Mindgard,https://mindgard.ai,for-profit-startup,UK,London,UK,2022,6-20,commercial,Automated AI red-teaming platform,red-teaming;model-security,Spun out of Lancaster University to automate red-teaming and vulnerability discovery for deployed AI models.,Automated AI Security Testing platform,active,high,https://mindgard.ai,commercial-product,unknown,seed,,agent-2026-09-21,,2026-09-21,false
mistral-ai-trust-and-safety,Mistral AI (Trust & Safety),https://mistral.ai,lab-safety-team,France,Paris,Europe,2023,51-200,commercial,Trust & Safety function and Shieldstral moderation model,model-security;open-weights-risk,"Maintains a public Trust Center and ships ""Shieldstral"", a lightweight policy-aware moderation model, alongside public-safety partnerships (e.g. with Singapore’s HTX); functions as Mistral’s trust/safety layer rather than a research-only alignment team.",Shieldstral open-weight safety/moderation model (Aug 2026); Trust Center,active,medium,https://mistral.ai; https://trust.mistral.ai/; https://siliconangle.com/2026/08/05/mistral-introduces-shieldstral-provide-lightweight-policy-aware-moderation-ai-models/,commercial-product,hiring;contact-form,seed,,agent-2026-09-21,,2026-09-21,false
mit-ai-risk-repository,MIT AI Risk Repository,https://airisk.mit.edu,academic,US,Cambridge,North America,2024,1-5,mixed,Database cataloguing AI risks from academic and industry sources,forecasting;other,"Maintains a structured, continuously updated database cataloguing risks from AI identified across academic and industry sources.",Public AI Risk Repository database,active,high,https://airisk.mit.edu,academic,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
mit-futuretech-algorithmic-alignment-group,MIT (FutureTech / Algorithmic Alignment Group),https://futuretech.mit.edu,academic,US,Cambridge,North America,2019,6-20,mixed,Forecasting AI capability trends and algorithmic alignment,forecasting;alignment,Research groups tracking trends in AI compute and capability and developing algorithmic approaches to alignment.,AI trends datasets; algorithmic alignment publications,active,medium,https://futuretech.mit.edu,academic,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
mit-stone-center-on-inequality-and-shaping-the-future-of-work,MIT Stone Center on Inequality and Shaping the Future of Work,https://shapingwork.mit.edu,academic,US,Cambridge,North America,unknown,6-20,mixed,"Research on how automation and AI affect wages, job quality and inequality",economic-transition,"MIT research centre associated with Daron Acemoglu and Simon Johnson studying the effects of automation and AI on labour markets and inequality, with a policy-oriented 'pro-worker AI' agenda.",Building pro-worker AI (2026); ongoing labour-inequality research series,active,medium,https://shapingwork.mit.edu/,academic,publishes-open-problems,new_org:b07,,agent-2026-09-21,,2026-09-21,false
mitre-atlas,MITRE ATLAS,https://atlas.mitre.org,standards-body,US,McLean,North America,2021,unknown,government,Adversarial ML threat matrix,ai-cyber-offence-defence;standards;model-security,"Maintains a knowledge base of adversarial machine learning tactics and techniques, modelled on ATT&CK, to help defenders reason about AI-specific threats.",ATLAS threat matrix and case studies,active,high,https://atlas.mitre.org,nonprofit,open-to-collaborators;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
mlcommons,MLCommons,https://mlcommons.org,nonprofit,US,San Francisco,North America,2020,unknown,membership,"Open AI safety and performance benchmarking, including the AILuminate safety benchmark",standards;evals,"Industry consortium building AILuminate, an open AI risk-and-reliability benchmark used as a de facto safety standard.",AILuminate v1.0/v1.1 benchmark,active,high,https://mlcommons.org/ailuminate/safety/,nonprofit,open-to-collaborators,new_org:b08,,agent-2026-09-21,,2026-09-21,false
mythos-ventures,Mythos Ventures,https://mythos.vc,vc,Other,San Francisco,Other,2023,1-5,commercial,Venture fund for AI safety-aligned founders,funding,"Early-stage venture fund ($100k-2m checks) targeting 'prosocial technologies for the transformative AI era', explicitly citing a mission to empower founders building safe AI systems.",unknown,active,medium,https://www.mythos.vc/,commercial-services,contact-form,seed,,agent-2026-09-21,,2026-09-21,false
national-center-for-missing-and-exploited-children-ncmec,National Center for Missing & Exploited Children (NCMEC),https://www.missingkids.org,nonprofit,US,unknown,North America,unknown,unknown,unknown,,,"Operates the US CyberTipline, the central reporting pipeline that platforms use, and reports 2025 data including the growth in AI-generated reports.",,active,medium,https://www.missingkids.org/blog/2026/the-work-never-stops-first-look-at-ncmecs-2025-data,nonprofit,contact-form,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
national-deep-inference-fabric-ndif,National Deep Inference Fabric (NDIF),https://ndif.us,academic,US,unknown,North America,unknown,unknown,unknown,,,NSF-funded infrastructure giving researchers remote access to the internals of large open-weight models; used heavily for interpretability research.,,active,low,https://ndif.us/; https://safe.ai/work/compute-cluster,academic,unknown,review-2026-09-23:meta,"Created from a review edit (meta[83], 2026-09-23); only the fields evident from the edit are filled, and type, country and funding model need checking.",review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
national-institute-of-standards-and-technology-nist,National Institute of Standards and Technology (NIST),https://www.nist.gov/itl/ai-risk-management-framework,government,US,Gaithersburg,North America,1901,unknown,government,AI Risk Management Framework and technical AI standards,standards;evals;policy-domestic,US federal standards body; publishes the AI RMF and Generative AI Profile and houses CAISI's evaluation work.,AI RMF 1.0 (2023); Generative AI Profile (2024),active,high,https://www.nist.gov/itl/ai-risk-management-framework,government,closed,new_org:b08,,agent-2026-09-21,,2026-09-21,false
national-whistleblower-center,National Whistleblower Center,https://www.whistleblowers.org,advocacy,US,Washington DC,North America,1988,unknown,unknown,"Whistleblower legal advocacy and support, including AI-sector workers",policy-domestic,Long-standing whistleblower advocacy organisation now campaigning for the federal AI Whistleblower Protection Act and supporting AI-sector whistleblowers.,Advocacy for AI Whistleblower Protection Act (2026),active,medium,https://www.whistleblowers.org/news/the-future-of-ai-regulation-the-ai-whistleblower-protection-act/,nonprofit,contact-form,new_org:b08,,agent-2026-09-21,,2026-09-21,false
neuronpedia,Neuronpedia,https://neuronpedia.org,nonprofit-research,US,unknown,North America,2023,1-5,mixed,Open platform for interpretability feature visualisation,interpretability,"Open platform letting researchers explore, label and share sparse-autoencoder features found inside language models.",Public interpretability feature explorer,active,high,https://neuronpedia.org,nonprofit,open-to-collaborators;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
noma-security,Noma Security,https://noma.security,for-profit-startup,US,New York,North America,2023,21-50,commercial,AI data and application security platform,model-security;agent-security,"Protects AI development pipelines and applications from data leakage, model poisoning and supply-chain risk.",AI security posture management platform,active,medium,https://noma.security,commercial-product,unknown,seed,,agent-2026-09-21,,2026-09-21,false
